ejercicio_presupuestario,trimestre,finalidad_id,finalidad_desc,funcion_id,funcion_desc,jurisdiccion_id,jurisdiccion_desc,subjurisdiccion_id,subjurisdiccion_desc,servicio_id,servicio_desc,programa_id,programa_desc,subprograma_id,subprograma_desc,tipo_medicion_fisica,medicion_fisica_id,medicion_fisica_desc,unidad_medida_id,unidad_medida_desc,totalizador_avance_fisico,programacion_inicial_DA,programacion_inicial_ajustada,programacion_anual_vig_trim1,programacion_trim1,programacion_acumulada_trim1,ejecutado_vigente_trim1,ejecutado_acumulado_trim1,porc_desvio_acum_trim1,causa_desvio,causa_desvio_detalle,causa_desvio_comentario,ultima_actualizacion_fecha
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1244,Asistencia con Drogas Oncológicas,753,Tratamiento Entregado,Suma: el total es la suma de las cantidades,32942,21793,21793,5151,5151,4796,4796,"-6,89",Otras Causas,Otras Causas,"Los motivos del desvío se relacionan a retrasos en la entrega de diversos medicamentos alcanzados por el Convenio Marco AR-MSAL-234252-GO-RFB (EX-2021-18670383- -APN-SSGA#MS), por medio del cual se tramitó la última de adquisición de drogas oncológicas.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1482,Asistencia con Hormonas Crecimiento,190,Paciente Asistido,Promedio: el total es la suma de las cantidades dividido el número de cantidades,180,120,120,112,112,41,41,"-63,39",Otras Causas,Otras Causas,"El desvío negativo se debe a que el tratamiento con hormonas de cada paciente se lleva a cabo siempre con la misma marca comercial, por lo que la falta de stock de alguna de éstas afecta la atención de determinados pacientes. Asimismo, los envíos se hacen cada 3 meses por lo que el proximo envío se realizaría en el mes de abril.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1617,Asistencia con Medicamentos para Atención Primaria,787,Botiquín Distribuido,Suma: el total es la suma de las cantidades,313762,313762,313762,70596,70596,78993,78993,"11,89",Otras Causas,Otras Causas,El desvío positivo de la cantidad de botiquines se debe al incremento en la cantidad de unidades logísticas distribuidas por otros programas y a los botiquines de refuerzos solcitados por las provincias para afrontar las campañas de invierno.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1617,Asistencia con Medicamentos para Atención Primaria,1061,Tratamiento Distribuido,Suma: el total es la suma de las cantidades,47753000,38389000,38389000,9325250,9325250,10945654,10945654,"17,38",Otras Causas,Otras Causas,El desvío positivo de la cantidad de tratamientos entregados se debe a la solicitud de refuerzos de botiquines por parte de las provincias para afrontar las campañas de invierno.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1856,Asistencia con Medicamentos al Paciente Miasténico,190,Paciente Asistido,Promedio: el total es la suma de las cantidades dividido el número de cantidades,860,1072,1072,1072,1072,1072,1072,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,1943,Asistencia con Medicamentos a Pacientes Trasplantados,190,Paciente Asistido,Promedio: el total es la suma de las cantidades dividido el número de cantidades,3820,3820,3820,3730,3730,3899,3899,"4,53",Otras Causas,Otras Causas,El desvío se debe al aumento de los trasplantes realizados en el período.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,2132,Capacitación de Recursos Humanos de la Salud,89,Persona Capacitada,Suma: el total es la suma de las cantidades,10754,6000,6000,900,900,1200,1200,"33,33",Otras Causas,Otras Causas,El desvío fue positivo debido al incremento en la participación de las propuestas educativas. A su vez se sumaron dos capacitaciones presenciales que no estaban contempladas en la programación inicial.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,4157,Tratamientos para Fibrosis Quística,1086,Persona Asistida,Suma: el total es la suma de las cantidades,745,108,108,5,5,36,36,"620,00",Otras Causas,Otras Causas,El mecanismo de provisión de medicamentos de esta patología se lleva a cabo a través del Registro Nacional de Fibrosis Quistica gestionado por el ANLIS-Malbran. Los médicos tratantes son quienes suben la información y las prestaciones solicitadas al registro y el ANLIS da su conformidad. En el primer trimestre hubo una mayor demanda de la esperada.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,4342,Asistencia con Medicamentos para Fibrosis Quística,787,Botiquín Distribuido,Suma: el total es la suma de las cantidades,1728,1486,1486,396,396,201,201,"-49,24",Otras Causas,Otras Causas,"El desvío negativo se debe a que desde la planificación de la meta se modíficó la operatoria logística, incrementándose el número de medicamentos y tratamientos incorporados por botiquín, lo que disminuye la cantidad de botiquines, no afectándose la cantidad de pacientes y  sus tratamientos.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,29,"Acceso a Medicamentos, Insumos y Tecnologia Medica",0,"Acceso a Medicamentos, Insumos y Tecnologia Medica",Meta,4343,Asistencia con Aceite de Cannabis Medicinal (Ley N°27.350),536,Persona Asistida,Suma: el total es la suma de las cantidades,150,150,150,37,37,123,123,"232,43",Otras Causas,Otras Causas,El desvío positivo se debe al aumento de la demanda por parte de nuevas juridicciones y la incorporacion de pacientes adultos en las solicitudes de algunos centros de los centros de salud.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Indicador,163,Tasa de Notificación de la Enfermedad de Chagas,1359,Casos por 100.000 Habitantes,Transversal: Tiene la visión atemporal de los sucesos registrados durante el período fiscal,15,15,15,,,,,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Indicador,478,Prevención y Tratamiento de Hidatidosis Humana en Menores de 15 Años,2105,Casos cada 100 Detectados (indicador),Suma: el total es la suma de las cantidades,15,15,15,,,,,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1113,Rociado de Viviendas Chagas,651,Vivienda Rociada,Suma: el total es la suma de las cantidades,40000,36000,36000,4000,4000,9559,9559,"138,98",Otras Causas,Otras Causas,"La cantidad de viviendas que se rocían depende del índice de infestación encontrado en el área evaluada, por lo que lo programado es una estimación a los fines de evaluar la utilización de insecticidas. El desvío fue positivo en tanto también se produjo un desvío positivo de lo vigilado.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1114,Vigilancia Viviendas Rociadas Chagas,652,Vivienda Vigilada,Suma: el total es la suma de las cantidades,100000,90000,90000,10000,10000,16200,16200,"62,00",Otras Causas,Otras Causas,"El desvío positivo se fundamenta en que las viviendas vigiladas para Chagas se habían planificado contemplando una reorientación de recursos para abordar un posible brote de dengue y chikungunya desde el mes de enero. Sin embargo, se visualizó un retraso en la aparición del brote (mediados de febrero), principalmente por las condiciones ambientales (sequía). Es por ello que durante el mes de enero se pudo lograr aumentar el resultado de la meta por la planificación y optimización de los recursos requeridos para las acciones de vigilancia y control vectorial, donde se buscó jerarquizar la realización y finalización de los segundos ciclos de evaluación y rociado que estuvieran cercanos a vencer. El segundo ciclo se realiza entre los 4 y 6 meses posteriores a un primer ciclo de vigilancia y rociado de viviendas en pos de garantizar la eliminación de vinchucas y en base a lo establecido en las normas de control vectorial.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1320,Protección de la Población contra el Dengue,700,Municipio Vigilado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,150,150,150,160,160,221,221,"38,13",Otras Causas,Otras Causas,"Se identifica un desvío positivo que asocia al brote de dengue y chikungunya actual que afecta a 13 jurisdicciones (DEN1 y DEN2) y 6 jurisdicciones con circulación viral de CHIKV, lo que produce una reorientación de los equipos para dar respuesta y acompañamiento en la contención de brotes a mayor cantidad de localidades. En este contexto, se informa que los municipios vigilados son también los rociados químicamente.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1320,Protección de la Población contra el Dengue,745,Municipio Controlado Químicamente,Promedio: el total es la suma de las cantidades dividido el número de cantidades,150,150,150,160,160,221,221,"38,13",Otras Causas,Otras Causas,"Se identifica un desvío positivo que asocia al brote de dengue y chikungunya actual que afecta a 13 jurisdicciones (DEN1 y DEN2) y 6 jurisdicciones con circulación viral de CHIKV, lo que produce una reorientación de los equipos para dar respuesta y acompañamiento en la contención de brotes a mayor cantidad de localidades.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,1650,Estudios Serológicos  Chagas para Embarazadas y Niños  (PPG) (NNA),536,Persona Asistida,Suma: el total es la suma de las cantidades,300000,260000,260000,65000,65000,30591,30591,"-52,94",Otras Causas,Otras Causas,Se visualiza un desvío negativo que se corresponde tanto con que el reporte de datos es parcial ya que faltan registrar estudios realizados en el período por parte de las provincias.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3947,Capacitación a Técnicos en Entomología y Control Vectorial,89,Persona Capacitada,Suma: el total es la suma de las cantidades,350,220,220,30,30,17,17,"-43,33",Otras Causas,Otras Causas,El desvío negativo se fundamenta en el hecho de que la mayor parte del personal técnico se destinó a la respuesta frente al brote de dengue y chikungunya durante la temporada de mayor circulación viral.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3948,"Capacitación a Técnicos en Diagnóstico, Tratamiento y Vigilancia de las Enfermedades Transmitidas por Vectores",89,Persona Capacitada,Suma: el total es la suma de las cantidades,1500,2500,2500,300,300,584,584,"94,67",Otras Causas,Otras Causas,El desvío positivo se explica por la realización de capacitaciones virtuales masivas sobre enfermedades transmitidas por mosquitos que fueron organizadas como respuesta al  contexto de circulación viral en el país.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3949,Vigilancia Entomológica para Paludismo,1977,Localidad Vigilada,Suma: el total es la suma de las cantidades,3,3,3,1,1,0,0,"-100,00",Otras Causas,Otras Causas,Se visualiza un desvío negativo debido a que los equipos que realizan las tareas de vigilancia entomológica se vieron afectados a las acciones de respuesta ante brote de dengue que sucedieron en este primer trimestre.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,3950,Vigilancia Epidemiológica para Paludismo,251,Persona Atendida,Suma: el total es la suma de las cantidades,400,500,500,100,100,25,25,"-75,00",Otras Causas,Otras Causas,Se visualiza un desvío negativo debido a que los equipos de salud se vieron abocados a responder a la alta demanda de diagnósticos de dengue y chikununya que se corresponde por la actual situación epidemiológica de brote.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,4069,Prevención de la Enfermedad de la Rabia Humana,2024,Canino Vacunado,Suma: el total es la suma de las cantidades,4000000,3900000,3900000,700000,700000,8817,8817,"-98,74",Otras Causas,Otras Causas,La información es preliminar ya que la carga de datos por parte de las jurisdicciones en la plataforma REDCap se encuentra con retraso.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,37,Prevencion y Control de Enfermedades Endemicas,0,Prevencion y Control de Enfermedades Endemicas,Meta,4331,Distribución de Antiparasitarios de Uso Veterinario para la Prevención de Hidatidosis Humana,2106,Comprimido Distribuído,Suma: el total es la suma de las cantidades,2000000,2000000,2000000,200000,200000,167000,167000,"-16,50",Otras Causas,Otras Causas,"El desvío es negativo, atento que se presentaron menos solicitudes de comprimidos por parte de las diferentes jurisdicciones en el primer trimestre que se corresponden con que las mismas no programaron sus campañas de desparasitación.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,1730,Talleres de Cooperación Técnica en Municipios Saludables,332,Taller,Suma: el total es la suma de las cantidades,318,105,105,38,38,35,35,"-7,89",Otras Causas,Otras Causas,"No se alcanza a realizar la totalidadd de los talleres producto de la falta de transferencia a las jurisdicciones, motivopor el cual, algunas no presentan las condiciones adecuadas para afrontar un taller con los municipios.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,1731,Difusión de la Estrategia de Municipios Saludables,148,Publicación,Suma: el total es la suma de las cantidades,10,10,10,3,3,3,3,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,39,Desarrollo de Estrategias en Salud Comunitaria,0,Desarrollo de Estrategias en Salud Comunitaria,Meta,2168,Actualización Permanente en Servicio en Salud Comunitaria,682,Agente Contratado,Promedio: el total es la suma de las cantidades dividido el número de cantidades,3200,3200,3200,3200,3200,3039,3039,"-5,03",Otras Causas,Otras Causas,El desvío surge principalmente porque falta la actualización de la nómina de becarios de algunas jurisdicciones.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2285,Atención en Móviles Sanitarios - Consulta Médica,19,Paciente Atendido,Suma: el total es la suma de las cantidades,7665,7665,7665,765,765,2589,2589,"238,43",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la demanda en las actividades en cuestión por las estrategias de promoción implementadas.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2286,Atención en Móviles Sanitarios - Odontología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,1785,1785,1785,150,150,593,593,"295,33",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la demanda en las actividades en cuestión por las estrategias de promoción implementadas.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2571,Asistencia Técnica en Riesgos Socioambientales,515,Entidad Asistida,Suma: el total es la suma de las cantidades,300,300,300,45,45,173,173,"284,44",Otras Causas,Otras Causas,"Por mayor demanda, 173 entidades que requieren asistencia tecnica por RES. 07(plomo en pinturas) + ANLIS, MALBRAN, DINESA, Serv. Meterologico Nacional, Ministerio de Salud de Neuquen, Jefatura de Gabinete.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2571,Asistencia Técnica en Riesgos Socioambientales,1183,Supervisión Realizada,Suma: el total es la suma de las cantidades,8,8,8,1,1,1,1,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2572,Desarrollo del Conocimiento en Riesgos Socioambientales,677,Documento Producido,Suma: el total es la suma de las cantidades,30,30,30,5,5,5,5,"0,00",-,-,-,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,317,Prestación Efectuada,Suma: el total es la suma de las cantidades,34140,34140,34140,3500,3500,10101,10101,"188,60",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la cantidad de operativos con respecto a lo planificado.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1044,Operativo Realizado,Suma: el total es la suma de las cantidades,215,215,215,20,20,179,179,"795,00",Otras Causas,Otras Causas,El desvío positivo se debe a las articulaciones realizadas con municipios y provincias que han permitido expandir la cantidad de operativos a la planificada.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1396,Control de Salud Realizado,Suma: el total es la suma de las cantidades,11780,8650,8650,850,850,2417,2417,"184,35",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la demanda en las actividades en cuestión por las estrategias de promoción implementadas.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2582,Atención Socio-Sanitaria en Terreno,1397,Dosis de Vacuna Aplicada,Suma: el total es la suma de las cantidades,24100,24100,24100,2400,2400,10159,10159,"323,29",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la cantidad de operativos con respecto a lo planificado.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2584,Capacitación en Promoción de Hábitos Saludables,332,Taller,Suma: el total es la suma de las cantidades,465,465,465,45,45,870,870,"1833,33",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la cantidad de operativos con respecto a lo planificado.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2697,Atención en Móviles Sanitarios - Análisis de Laboratorio,800,Análisis Realizado,Suma: el total es la suma de las cantidades,2800,1600,1600,100,100,66,66,"-34,00",Otras Causas,Otras Causas,El desvío negativo se debe a una demanda menor a la esperada en las actividades en cuestión.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2698,Atención en Móviles Sanitarios -Diagnóstico por Imágenes,1119,Prestación Efectuada,Suma: el total es la suma de las cantidades,750,750,750,75,75,3106,3106,"4041,33",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la cantidad de operativos con respecto a lo planificado y al incremento de la demanda en los mismo por las estrategias de promoción implementadas.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2699,Atención en Móviles Sanitarios - Oftalmología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,1310,1310,1310,130,130,0,0,"-100,00",Otras Causas,Otras Causas,El desvío negativo se debe a dificultades no previstas en la recuperación del equipamiento necesario para realizar las prestaciones en cuestión.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2994,Atención en Tren Social y Sanitario - Odontología,19,Paciente Atendido,Suma: el total es la suma de las cantidades,635,635,635,60,60,0,0,"-100,00",Otras Causas,Otras Causas,El dispositivo Tren Sanitario no tuvo actividades en el primer trimestre.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2996,Atención en Tren Social y Sanitario - Consulta Ginecológica (PPG),1435,Análisis PAP realizado,Suma: el total es la suma de las cantidades,80,80,80,10,10,0,0,"-100,00",Otras Causas,Otras Causas,El desvío negativo se debe a dificultades no previstas en la recuperación del equipamiento necesario para realizar las prestaciones en cuestión.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,2998,Atención en Tren Social y Sanitario - Consulta Médica,19,Paciente Atendido,Suma: el total es la suma de las cantidades,1695,1695,1695,100,100,0,0,"-100,00",Otras Causas,Otras Causas,El dispositivo Tren Sanitario no tuvo actividades en el primer trimestre.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,41,Atencion Sanitaria en el Territorio,0,Atencion Sanitaria en el Territorio,Meta,3046,Operativos de Abordaje Sanitario Territorial,536,Persona Asistida,Suma: el total es la suma de las cantidades,20615,20615,20615,2100,2100,11916,11916,"467,43",Otras Causas,Otras Causas,El desvío positivo se debe al incremento de la cantidad de operativos con respecto a lo planificado y al incremento de la demanda en los mismo por las estrategias de promoción implementadas.,Última actualización del ejercicio 2023: 07 Noviembre 2023.
2023,1,3,SERVICIOS SOCIALES,1,Salud,80,Ministerio de Salud,0,Ministerio de Salud,310,Ministerio de Salud,42,Prevencion y Tratamiento de Patologias Especificas,0,Prevencion y Tratamiento de Patologias Especificas,Meta,1751,Talleres de Cooperación Técnica en APS/Salud Mental,583,Participante,Suma: el total es la suma de las cantidades,22000,16000,16000,300,300,987,987,"229,00",Otras Causas,Otras Causas,"Se espera un desvío negativo para el segundo trimestre respecto a lo inicialmente proyectado en cuanto a participantes a actividades de cooperación técnica y capacitación de la Dirección de Salud Mental, al no poder abrirse nuevas salas virtuales en la plataforma virtual de salud hasta el mes de abril, de acuerdo a lo informado por el área de Talento Humano. Se espera poder revertir el desvío negativo en el 3° y 4° trimestre.",Última actualización del ejercicio 2023: 07 Noviembre 2023.
